date,Show_name,Show_theatre,This_Week_Gross,Difference,Average_ticket,Top_ticket,Seats_Sold,Seats_in_theater,Perfs,Previews,%cap,diff_cap,date_type,show_type
2019-01-13,Dear Evan Hansen,Music Box Theatre,"$1,318,615.15","-$136,636.75",$165.18,$448.00,"7,983",984,8,0,101.41%,-0.19%,pre,Musical
2019-01-13,Frozen,St. James Theatre,"$1,327,335.40","-$348,518.10",$105.13,$299.50,"12,626","1,684",8,0,93.72%,-5.62%,pre,Musical
2019-01-13,Hamilton,Richard Rodgers Theatre,"$3,157,730.00","-$186,531.00",$293.66,$849.00,"10,753","1,321",8,0,101.75%,-0.04%,pre,Musical
2019-01-13,Harry Potter and the Cursed Child,Lyric Theatre,"$2,053,032.50","-$198,755.50",$158.22,$296.50,"12,976","1,622",8,0,100.00%,0.00%,pre,Play
2019-01-13,King Kong,Broadway Theatre,"$755,706.00","-$44,246.08",$82.59,$347.00,"9,150","1,738",8,0,65.81%,0.05%,pre,Musical
2019-01-13,Kinky Boots,Al Hirschfeld Theatre,"$583,966.80","-$176,299.95",$85.20,$249.00,"6,854","1,424",8,0,60.17%,-10.49%,pre,Musical
2019-01-13,Mean Girls,August Wilson Theatre,"$1,248,296.20","-$195,787.55",$127.43,$299.50,"9,796","1,225",8,0,99.96%,-0.50%,pre,Musical
2019-01-13,Mike Birbiglia's The New One,Cort Theatre,"$467,914.50","$114,453.00",$78.25,$223.00,"5,980","1,073",8,0,69.66%,9.75%,pre,Play
2019-01-13,My Fair Lady,Vivian Beaumont Theater,"$902,100.50","-$135,905.50",$123.74,$323.00,"7,290","1,069",8,0,85.24%,-6.90%,pre,Musical
2019-01-13,Network,Belasco Theatre,"$1,026,007.76","-$170,992.00",$145.47,$473.00,"7,053","1,015",7,0,99.27%,0.02%,pre,Play
2019-01-13,Pretty Woman: The Musical,Nederlander Theatre,"$824,366.30","-$116,137.90",$108.27,$275.00,"7,614","1,168",8,0,81.49%,-5.86%,pre,Musical
2019-01-13,School of Rock – The Musical,Winter Garden Theatre,"$735,675.60","-$321,928.00",$81.77,$273.00,"8,997","1,523",8,0,73.84%,-18.49%,pre,Musical
2019-01-13,The Band's Visit,Ethel Barrymore Theatre,"$550,626.60","$15,841.60",$70.67,$247.00,"7,791","1,039",8,0,93.73%,12.26%,pre,Musical
2019-01-13,The Book of Mormon,Eugene O'Neill Theatre,"$1,137,486.50","-$95,374.50",$132.00,$477.50,"8,617","1,047",8,0,102.88%,-0.88%,pre,Musical
2019-01-13,The Cher Show,Neil Simon Theatre,"$1,134,381.80","$38,754.90",$111.32,$247.00,"10,190","1,380",8,0,92.30%,-1.06%,pre,Musical
2019-01-13,The Ferryman,Bernard B. Jacobs Theatre,"$874,585.70","$93,338.48",$116.30,$297.00,"7,520","1,019",8,0,92.25%,1.30%,pre,Play
2019-01-13,The Lifespan of a Fact,Studio 54,"$1,000,817.10","$98,295.10",$125.73,$247.00,"7,960","1,004",8,0,99.10%,3.25%,pre,Play
2019-01-13,The Lion King,Minskoff Theatre,"$1,848,667.00","-$619,602.00",$141.67,$225.00,"13,049","1,696",8,0,96.17%,-2.72%,pre,Musical
2019-01-13,The Phantom of the Opera,Majestic Theatre,"$705,017.98","-$503,946.82",$84.08,$213.00,"8,385","1,605",8,0,65.30%,-19.30%,pre,Musical
2019-01-13,The Prom,Longacre Theatre,"$623,622.60","$5,805.15",$87.46,$247.00,"7,130","1,045",8,0,85.29%,-0.10%,pre,Musical
2019-01-13,The Waverly Gallery,John Golden Theatre,"$440,853.57","$95,667.57",$72.50,$273.00,"6,081",787,8,0,96.59%,8.28%,pre,Play
2019-01-13,To Kill A Mockingbird,Sam S. Shubert Theatre,"$1,536,166.56","-$49,083.72",$131.62,$497.00,"11,671","1,435",8,0,101.66%,0.03%,pre,Play
2019-01-13,True West,American Airlines Theatre,"$423,166.30","$5,160.80",$79.35,$350.00,"5,333",740,0,8,90.08%,-3.95%,pre,Play
2019-01-13,Waitress,Brooks Atkinson Theatre,"$972,519.80","$433,047.80",$125.93,$270.00,"7,723","1,045",8,0,92.38%,26.47%,pre,Musical
2019-01-13,Wicked,Gershwin Theatre,"$1,403,103.00","-$637,153.00",$107.03,$240.00,"13,109","1,807",8,0,90.68%,-7.05%,pre,Musical
2019-01-06,Aladdin,New Amsterdam Theatre,"$1,634,003.00","-$950,546.00",$120.01,$227.50,"13,616","1,727",8,0,98.55%,-1.46%,pre,Musical
2019-01-06,American Son,Booth Theatre,"$563,571.95","-$143,420.25",$103.52,$248.00,"5,444",774,8,0,87.92%,-6.51%,pre,Play
2019-01-06,Anastasia,Broadhurst Theatre,"$785,201.10","-$554,576.10",$107.12,$273.00,"7,330","1,143",7,0,91.61%,-7.13%,pre,Musical
2019-01-06,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,"$623,691.20","-$395,200.00",$86.47,$247.00,"7,213","1,026",8,0,87.88%,-6.71%,pre,Musical
2019-01-06,Chicago,Ambassador Theatre,"$695,186.36","-$552,090.61",$100.90,$238.00,"6,890","1,080",8,0,79.75%,-20.42%,pre,Musical
2019-01-06,Choir Boy,Samuel J. Friedman Theatre,"$239,473.50","-$19,280.00",$49.09,$199.00,"4,878",637,0,8,95.72%,8.83%,pre,Play
2019-01-06,Come From Away,Gerald Schoenfeld Theatre,"$1,057,354.90","-$617,921.60",$123.77,$297.00,"8,543","1,046",8,0,102.09%,-0.02%,pre,Musical
2019-01-06,Dear Evan Hansen,Music Box Theatre,"$1,455,251.90","-$477,220.10",$181.95,$448.00,"7,998",984,8,0,101.60%,0.01%,pre,Musical
2019-01-06,Frozen,St. James Theatre,"$1,675,853.50","-$948,641.50",$125.22,$349.50,"13,383","1,684",8,0,99.34%,-0.49%,pre,Musical
2019-01-06,Hamilton,Richard Rodgers Theatre,"$3,344,261.00","-$697,232.00",$310.89,$849.00,"10,757","1,321",8,0,101.79%,-0.08%,pre,Musical
2019-01-06,Harry Potter and the Cursed Child,Lyric Theatre,"$2,251,788.00","-$274,062.00",$173.53,$296.50,"12,976","1,622",8,0,100.00%,0.00%,pre,Play
2019-01-06,Head Over Heels,Hudson Theatre,"$342,866.50","-$40,333.50",$58.03,$258.00,"5,908",963,7,0,87.64%,13.84%,pre,Musical
2019-01-06,King Kong,Broadway Theatre,"$799,952.08","-$1,047,829.94",$99.99,$397.00,"8,000","1,738",7,0,65.76%,-29.36%,pre,Musical
2019-01-06,Kinky Boots,Al Hirschfeld Theatre,"$760,266.75","-$572,118.20",$94.44,$249.00,"8,050","1,424",8,0,70.66%,-19.59%,pre,Musical
2019-01-06,Mean Girls,August Wilson Theatre,"$1,444,083.75","-$550,302.25",$146.68,$324.50,"9,845","1,225",8,0,100.46%,-0.57%,pre,Musical
2019-01-06,Mike Birbiglia's The New One,Cort Theatre,"$353,461.50","-$110,599.50",$68.73,$223.00,"5,143","1,073",8,0,59.91%,-5.97%,pre,Play
2019-01-06,My Fair Lady,Vivian Beaumont Theater,"$1,038,006.00","-$511,401.00",$131.73,$323.00,"7,880","1,069",8,0,92.14%,-7.18%,pre,Musical
2019-01-06,Network,Belasco Theatre,"$1,196,999.76","-$170,013.08",$148.53,$473.00,"8,059","1,015",8,0,99.25%,-1.75%,pre,Play
2019-01-06,Once On This Island,Circle in the Square Theatre,"$727,235.50","-$30,574.20",$125.86,$249.50,"5,778",696,8,0,103.77%,0.64%,pre,Musical
2019-01-06,Pretty Woman: The Musical,Nederlander Theatre,"$940,504.20","-$326,205.00",$115.23,$275.00,"8,162","1,168",8,0,87.35%,-8.17%,pre,Musical
2019-01-06,School of Rock – The Musical,Winter Garden Theatre,"$1,057,603.60","-$699,491.90",$94.02,$273.00,"11,249","1,523",8,0,92.33%,-8.52%,pre,Musical
2019-01-06,The Band's Visit,Ethel Barrymore Theatre,"$534,785.00","-$511,075.30",$90.26,$297.00,"5,925","1,039",7,0,81.47%,-13.78%,pre,Musical
2019-01-06,The Book of Mormon,Eugene O'Neill Theatre,"$1,232,861.00","-$693,468.00",$141.85,$477.50,"8,691","1,047",8,0,103.76%,-0.65%,pre,Musical
2019-01-06,The Cher Show,Neil Simon Theatre,"$1,095,626.90","-$277,987.10",$106.30,$247.00,"10,307","1,380",8,0,93.36%,3.17%,pre,Musical
2019-01-06,The Ferryman,Bernard B. Jacobs Theatre,"$781,247.22","-$256,200.18",$105.37,$297.00,"7,414","1,019",8,0,90.95%,-5.77%,pre,Play
2019-01-06,The Lifespan of a Fact,Studio 54,"$902,522.00","-$160,280.80",$117.23,$247.00,"7,699","1,004",8,0,95.85%,-0.04%,pre,Play
2019-01-06,The Lion King,Minskoff Theatre,"$2,468,269.00","-$1,228,705.00",$183.95,$225.00,"13,418","1,696",8,0,98.89%,-1.13%,pre,Musical
2019-01-06,The Phantom of the Opera,Majestic Theatre,"$1,208,964.80","-$882,565.46",$111.29,$247.00,"10,863","1,605",8,0,84.60%,-14.32%,pre,Musical
2019-01-06,The Play That Goes Wrong,Lyceum Theatre,"$497,220.50","-$126,193.50",$82.42,$197.00,"6,033",854,8,0,88.31%,-9.03%,pre,Play
2019-01-06,The Prom,Longacre Theatre,"$617,817.45","-$318,764.15",$86.54,$247.00,"7,139","1,045",8,0,85.39%,-8.99%,pre,Musical
2019-01-06,The Waverly Gallery,John Golden Theatre,"$345,186.00","-$117,813.50",$70.95,$273.00,"4,865",787,7,0,88.31%,0.93%,pre,Play
2019-01-06,To Kill A Mockingbird,Sam S. Shubert Theatre,"$1,585,250.28","-$116,433.31",$135.87,$497.00,"11,667","1,435",8,0,101.63%,-0.04%,pre,Play
2019-01-06,Torch Song,Helen Hayes Theater,"$276,173.40","$31,577.40",$69.04,$248.00,"4,000",585,8,0,85.47%,14.76%,pre,Play
2019-01-06,True West,American Airlines Theatre,"$418,005.50","$139,278.60",$85.82,$350.00,"4,871",740,0,7,94.03%,-4.15%,pre,Play
2019-01-06,Waitress,Brooks Atkinson Theatre,"$539,472.00","-$461,246.20",$97.91,$270.00,"5,510","1,045",8,0,65.91%,-24.75%,pre,Musical
2019-01-06,Wicked,Gershwin Theatre,"$2,040,256.00","-$1,371,563.00",$135.49,$240.00,"15,058","1,926",8,0,97.73%,-2.27%,pre,Musical
2018-12-30,Aladdin,New Amsterdam Theatre,"$2,584,549.00","$832,075.60",$166.26,$299.50,"15,545","1,727",9,0,100.01%,1.68%,pre,Musical
2018-12-30,American Son,Booth Theatre,"$706,992.20","$151,918.44",$120.92,$248.00,"5,847",774,8,0,94.43%,19.58%,pre,Play
2018-12-30,Anastasia,Broadhurst Theatre,"$1,339,777.20","$485,536.60",$131.91,$350.00,"10,157","1,143",9,0,98.74%,12.50%,pre,Musical
2018-12-30,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,"$1,018,891.20","$422,658.20",$116.66,$247.00,"8,734","1,026",9,0,94.59%,18.80%,pre,Musical
2018-12-30,Chicago,Ambassador Theatre,"$1,247,276.97","$622,858.16",$128.10,$238.00,"9,737","1,080",9,0,100.17%,19.36%,pre,Musical
2018-12-30,Choir Boy,Samuel J. Friedman Theatre,"$258,753.50","$86,282.50",$58.44,$199.00,"4,428",637,0,8,86.89%,4.73%,pre,Play
2018-12-30,Come From Away,Gerald Schoenfeld Theatre,"$1,675,276.50","$606,870.80",$174.27,$347.00,"9,613","1,046",9,0,102.11%,0.08%,pre,Musical
2018-12-30,Dear Evan Hansen,Music Box Theatre,"$1,932,472.00","$289,484.45",$241.65,$497.00,"7,997",984,8,0,101.59%,0.08%,pre,Musical
2018-12-30,Frozen,St. James Theatre,"$2,624,495.00","$514,918.00",$195.14,$375.00,"13,449","1,684",8,0,99.83%,0.98%,pre,Musical
2018-12-30,Hamilton,Richard Rodgers Theatre,"$4,041,493.00","$428,635.00",$375.39,$849.00,"10,766","1,321",8,0,101.87%,0.10%,pre,Musical
2018-12-30,Harry Potter and the Cursed Child,Lyric Theatre,"$2,525,850.00","$297,258.00",$194.66,$296.50,"12,976","1,622",8,0,100.00%,0.00%,pre,Play
2018-12-30,Head Over Heels,Hudson Theatre,"$383,200.00","$176,250.75",$59.91,$258.00,"6,396",963,9,0,73.80%,26.34%,pre,Musical
2018-12-30,King Kong,Broadway Theatre,"$1,847,782.02","$733,508.27",$124.20,$397.00,"14,878","1,738",9,0,95.12%,15.47%,pre,Musical
2018-12-30,Kinky Boots,Al Hirschfeld Theatre,"$1,332,384.95","$662,711.90",$115.20,$249.00,"11,566","1,424",9,0,90.25%,23.31%,pre,Musical
2018-12-30,Mean Girls,August Wilson Theatre,"$1,994,386.00","$404,574.80",$201.43,$424.50,"9,901","1,225",8,0,101.03%,0.56%,pre,Musical
2018-12-30,Mike Birbiglia's The New One,Cort Theatre,"$464,061.00","$140,706.46",$82.06,$223.00,"5,655","1,073",8,0,65.88%,13.11%,pre,Play
2018-12-30,My Fair Lady,Vivian Beaumont Theater,"$1,549,407.00","$443,362.00",$182.41,$397.00,"8,494","1,069",8,0,99.32%,14.42%,pre,Musical
2018-12-30,Network,Belasco Theatre,"$1,367,012.84","$155,968.49",$166.69,$473.00,"8,201","1,015",8,0,101.00%,1.48%,pre,Play
2018-12-30,Once On This Island,Circle in the Square Theatre,"$757,809.70","$223,639.90",$131.98,$249.50,"5,742",696,8,0,103.13%,4.01%,pre,Musical
2018-12-30,Pretty Woman: The Musical,Nederlander Theatre,"$1,266,709.20","$255,655.40",$141.93,$275.00,"8,925","1,168",8,0,95.52%,9.99%,pre,Musical
2018-12-30,Ruben & Clay's First Annual Christmas Carol Family Fun Pageant Spectacular Reunion Show,Imperial Theatre,"$163,429.30","$23,679.95",$46.51,$227.00,"3,514","1,458",9,0,26.78%,-8.33%,pre,Special
2018-12-30,School of Rock – The Musical,Winter Garden Theatre,"$1,757,095.50","$768,585.80",$127.10,$273.00,"13,824","1,523",9,0,100.85%,22.33%,pre,Musical
2018-12-30,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,"$1,094,723.00","$602,119.00",$105.84,$297.00,"10,343","1,470",9,0,78.18%,22.19%,pre,Musical
2018-12-30,The Band's Visit,Ethel Barrymore Theatre,"$1,045,860.30","$314,234.46",$117.42,$297.00,"8,907","1,039",9,0,95.25%,12.92%,pre,Musical
2018-12-30,The Book of Mormon,Eugene O'Neill Theatre,"$1,926,329.00","$560,478.50",$195.79,$477.50,"9,839","1,047",9,0,104.41%,0.88%,pre,Musical
2018-12-30,The Cher Show,Neil Simon Theatre,"$1,373,614.00","$251,558.60",$137.95,$247.00,"9,957","1,380",8,0,90.19%,10.54%,pre,Musical
2018-12-30,The Ferryman,Bernard B. Jacobs Theatre,"$1,037,447.40","$245,586.20",$131.57,$323.00,"7,885","1,019",8,0,96.72%,21.16%,pre,Play
2018-12-30,The Illusionists – Magic Of The Holidays,Marquis Theatre,"$2,978,348.70","$1,539,090.50",$135.69,$227.00,"21,950","1,638",16,0,83.75%,-7.32%,pre,Special
2018-12-30,The Lifespan of a Fact,Studio 54,"$1,062,802.80","$222,937.30",$122.65,$247.00,"8,665","1,004",9,0,95.89%,11.39%,pre,Play
2018-12-30,The Lion King,Minskoff Theatre,"$3,696,974.00","$935,703.00",$242.15,$225.00,"15,267","1,696",9,0,100.02%,0.08%,pre,Musical
2018-12-30,The Phantom of the Opera,Majestic Theatre,"$2,091,530.26","$746,301.72",$146.37,$247.00,"14,289","1,605",9,0,98.92%,3.09%,pre,Musical
2018-12-30,The Play That Goes Wrong,Lyceum Theatre,"$623,414.00","$243,035.86",$93.75,$197.00,"6,650",854,8,0,97.34%,19.97%,pre,Play
2018-12-30,The Prom,Longacre Theatre,"$936,581.60","$353,200.90",$105.52,$247.00,"8,876","1,045",9,0,94.38%,18.27%,pre,Musical
2018-12-30,The Waverly Gallery,John Golden Theatre,"$462,999.50","$99,259.50",$74.81,$273.00,"6,189",787,9,0,87.38%,5.20%,pre,Play
2018-12-30,To Kill A Mockingbird,Sam S. Shubert Theatre,"$1,701,683.59","$114,737.57",$145.79,$497.00,"11,672","1,435",8,0,101.67%,0.24%,pre,Play
2018-12-30,Torch Song,Helen Hayes Theater,"$244,596.00","$26,626.00",$73.92,$248.00,"3,309",585,8,0,70.71%,6.78%,pre,Play
2018-12-30,True West,American Airlines Theatre,"$278,726.90",$0.00,$95.91,$350.00,"2,906",740,0,4,98.18%,0.00%,pre,Play
2018-12-30,Waitress,Brooks Atkinson Theatre,"$1,000,718.20","$453,199.20",$117.36,$270.00,"8,527","1,045",9,0,90.66%,17.52%,pre,Musical
2018-12-30,Wicked,Gershwin Theatre,"$3,411,819.00","$1,146,827.00",$196.83,$240.00,"17,334","1,926",9,0,100.00%,0.44%,pre,Musical
2018-12-23,Aladdin,New Amsterdam Theatre,"$1,752,473.40","$342,280.90",$129.00,$279.50,"13,585","1,727",8,0,98.33%,2.64%,pre,Musical
2018-12-23,American Son,Booth Theatre,"$555,073.76","-$51,948.96",$119.76,$248.00,"4,635",774,8,0,74.85%,-6.80%,pre,Play
2018-12-23,Anastasia,Broadhurst Theatre,"$854,240.60","$148,630.30",$108.32,$350.00,"7,886","1,143",8,0,86.24%,9.12%,pre,Musical
2018-12-23,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,"$596,233.00","-$145,109.00",$109.54,$247.00,"5,443","1,026",7,0,75.79%,-3.61%,pre,Musical
2018-12-23,Celebrity Autobiography,Marquis Theatre,"$65,859.00","-$49,794.00",$47.59,$197.00,"1,384","1,638",1,0,84.49%,-1.22%,pre,Special
2018-12-23,Chicago,Ambassador Theatre,"$624,418.81","$32,355.09",$102.21,$227.00,"6,109","1,080",7,0,80.81%,1.35%,pre,Musical
2018-12-23,Choir Boy,Samuel J. Friedman Theatre,"$172,471.00","$21,509.00",$41.19,$199.00,"4,187",637,0,8,82.16%,5.46%,pre,Play
2018-12-23,Come From Away,Gerald Schoenfeld Theatre,"$1,068,405.70","-$111,597.30",$143.01,$347.00,"7,471","1,046",7,0,102.03%,0.23%,pre,Musical
2018-12-23,Dear Evan Hansen,Music Box Theatre,"$1,642,987.55","$177,400.97",$205.60,$497.00,"7,991",984,8,0,101.51%,-0.03%,pre,Musical
2018-12-23,Frozen,St. James Theatre,"$2,109,577.00","$180,219.50",$158.41,$375.00,"13,317","1,684",8,0,98.85%,0.82%,pre,Musical
2018-12-23,Hamilton,Richard Rodgers Theatre,"$3,612,858.00","$357,209.00",$335.92,$849.00,"10,755","1,321",8,0,101.77%,-0.04%,pre,Musical
2018-12-23,Harry Potter and the Cursed Child,Lyric Theatre,"$2,228,592.00","$179,214.00",$171.75,$296.50,"12,976","1,622",8,0,100.00%,0.00%,pre,Play
2018-12-23,Head Over Heels,Hudson Theatre,"$206,949.25","-$7,621.50",$56.61,$258.00,"3,656",963,8,0,47.46%,-5.95%,pre,Musical
2018-12-23,King Kong,Broadway Theatre,"$1,114,273.75","$112,740.95",$100.61,$347.00,"11,075","1,738",8,0,79.65%,2.08%,pre,Musical
2018-12-23,Kinky Boots,Al Hirschfeld Theatre,"$669,673.05","-$29,170.55",$100.36,$249.00,"6,673","1,424",7,0,66.94%,2.36%,pre,Musical
2018-12-23,Mean Girls,August Wilson Theatre,"$1,589,811.20","$225,402.50",$161.47,$349.50,"9,846","1,225",8,0,100.47%,1.11%,pre,Musical
2018-12-23,Mike Birbiglia's The New One,Cort Theatre,"$323,354.54","$58,759.54",$71.38,$223.00,"4,530","1,073",8,0,52.77%,0.59%,pre,Play
2018-12-23,My Fair Lady,Vivian Beaumont Theater,"$1,106,045.00",$802.00,$152.33,$397.00,"7,261","1,069",8,0,84.90%,-3.25%,pre,Musical
2018-12-23,Network,Belasco Theatre,"$1,211,044.35","-$13,647.65",$149.86,$473.00,"8,081","1,015",8,0,99.52%,-1.88%,pre,Play
2018-12-23,Once On This Island,Circle in the Square Theatre,"$534,169.80","$89,185.50",$96.79,$249.50,"5,519",696,8,0,99.12%,8.42%,pre,Musical
2018-12-23,Pretty Woman: The Musical,Nederlander Theatre,"$1,011,053.80","-$161,183.20",$126.51,$275.00,"7,992","1,168",8,0,85.53%,-8.55%,pre,Musical
2018-12-23,Ruben & Clay's First Annual Christmas Carol Family Fun Pageant Spectacular Reunion Show,Imperial Theatre,"$139,749.35","-$23,212.65",$34.13,$197.00,"4,095","1,458",8,0,35.11%,-3.47%,pre,Special
2018-12-23,School of Rock – The Musical,Winter Garden Theatre,"$988,509.70","$172,809.60",$103.32,$273.00,"9,567","1,523",8,0,78.52%,6.28%,pre,Musical
2018-12-23,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,"$492,604.00","-$55,613.00",$85.51,$297.00,"5,761","1,470",7,0,55.99%,1.70%,pre,Musical
2018-12-23,The Band's Visit,Ethel Barrymore Theatre,"$731,625.84","$29,242.54",$106.92,$247.00,"6,843","1,039",8,0,82.33%,-2.05%,pre,Musical
2018-12-23,The Book of Mormon,Eugene O'Neill Theatre,"$1,365,850.50","$102,933.00",$157.50,$477.50,"8,672","1,047",8,0,103.53%,0.10%,pre,Musical
2018-12-23,The Cher Show,Neil Simon Theatre,"$1,122,055.40","-$125,617.60",$127.61,$247.00,"8,793","1,380",8,0,79.65%,-17.78%,pre,Musical
2018-12-23,The Ferryman,Bernard B. Jacobs Theatre,"$791,861.20","-$159,759.74",$128.55,$323.00,"6,160","1,019",8,0,75.56%,-11.34%,pre,Play
2018-12-23,The Illusionists – Magic Of The Holidays,Marquis Theatre,"$1,439,258.20","$343,093.20",$107.21,$227.00,"13,425","1,638",9,0,91.07%,9.55%,pre,Special
2018-12-23,The Lifespan of a Fact,Studio 54,"$839,865.50","$49,405.50",$123.75,$247.00,"6,787","1,004",8,0,84.50%,2.08%,pre,Play
2018-12-23,The Lion King,Minskoff Theatre,"$2,761,271.00","$407,440.00",$203.63,$225.00,"13,560","1,696",8,0,99.94%,0.59%,pre,Musical
2018-12-23,The Phantom of the Opera,Majestic Theatre,"$1,345,228.54","$399,207.54",$109.32,$247.00,"12,305","1,605",8,0,95.83%,18.07%,pre,Musical
2018-12-23,The Play That Goes Wrong,Lyceum Theatre,"$380,378.14","$55,387.64",$71.96,$197.00,"5,286",854,8,0,77.37%,3.47%,pre,Play
2018-12-23,The Prom,Longacre Theatre,"$583,380.70","-$16,649.30",$91.68,$247.00,"6,363","1,045",8,0,76.11%,-2.32%,pre,Musical
2018-12-23,The Waverly Gallery,John Golden Theatre,"$363,740.00","-$56,432.00",$70.30,$273.00,"5,174",787,8,0,82.18%,-6.89%,pre,Play
2018-12-23,To Kill A Mockingbird,Sam S. Shubert Theatre,"$1,586,946.02","$411,995.21",$136.29,$497.00,"11,644","1,435",8,0,101.43%,0.16%,pre,Play
2018-12-23,Torch Song,Helen Hayes Theater,"$217,970.00","-$21,448.50",$72.85,$248.00,"2,992",585,8,0,63.93%,-3.81%,pre,Play
2018-12-23,Waitress,Brooks Atkinson Theatre,"$547,519.00","-$45,673.20",$102.34,$270.00,"5,350","1,045",7,0,73.14%,-1.05%,pre,Musical
2018-12-23,Wicked,Gershwin Theatre,"$2,264,992.00","$219,850.00",$147.65,$240.00,"15,340","1,926",8,0,99.56%,0.00%,pre,Musical
2018-12-16,Aladdin,New Amsterdam Theatre,"$1,410,192.50","-$42,441.30",$106.67,$252.50,"13,220","1,727",8,0,95.69%,-1.02%,pre,Musical
2018-12-16,American Son,Booth Theatre,"$607,022.72","$6,036.72",$120.06,$248.00,"5,056",774,8,0,81.65%,2.21%,pre,Play
2018-12-16,Anastasia,Broadhurst Theatre,"$705,610.30","-$26,367.99",$100.06,$273.00,"7,052","1,143",8,0,77.12%,-4.17%,pre,Musical
2018-12-16,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,"$741,342.00","-$81,030.10",$113.76,$247.00,"6,517","1,026",8,0,79.40%,-6.94%,pre,Musical
2018-12-16,Celebrity Autobiography,Marquis Theatre,"$115,653.00",$0.00,$82.37,$197.00,"1,404","1,638",1,0,85.71%,0.00%,pre,Special
2018-12-16,Chicago,Ambassador Theatre,"$592,063.72","-$38,683.48",$86.24,$187.00,"6,865","1,080",8,0,79.46%,-4.51%,pre,Musical
2018-12-16,Choir Boy,Samuel J. Friedman Theatre,"$150,962.00",$0.00,$44.14,$199.00,"3,420",637,0,7,76.70%,0.00%,pre,Play
2018-12-16,Come From Away,Gerald Schoenfeld Theatre,"$1,180,003.00","-$18,282.56",$138.51,$297.00,"8,519","1,046",8,0,101.80%,0.07%,pre,Musical
2018-12-16,Dear Evan Hansen,Music Box Theatre,"$1,465,586.58","-$31,123.62",$183.36,$448.00,"7,993",984,8,0,101.54%,0.07%,pre,Musical
2018-12-16,Frozen,St. James Theatre,"$1,929,357.50","-$36,195.50",$146.10,$375.00,"13,206","1,684",8,0,98.03%,-0.54%,pre,Musical
2018-12-16,Hamilton,Richard Rodgers Theatre,"$3,255,649.00","$309,673.00",$302.60,$849.00,"10,759","1,321",8,0,101.81%,0.24%,pre,Musical
2018-12-16,Harry Potter and the Cursed Child,Lyric Theatre,"$2,049,378.00","$14,119.00",$157.94,$296.50,"12,976","1,622",8,0,100.00%,0.00%,pre,Play
2018-12-16,Head Over Heels,Hudson Theatre,"$214,570.75","$5,600.50",$52.14,$258.00,"4,115",963,8,0,53.41%,6.75%,pre,Musical
2018-12-16,King Kong,Broadway Theatre,"$1,001,532.80","-$62,380.95",$92.86,$347.00,"10,785","1,738",8,0,77.57%,-4.58%,pre,Musical
2018-12-16,Kinky Boots,Al Hirschfeld Theatre,"$698,843.60","-$78,516.55",$94.99,$249.00,"7,357","1,424",8,0,64.58%,-5.69%,pre,Musical
2018-12-16,Mean Girls,August Wilson Theatre,"$1,364,408.70","$14,809.35",$140.13,$299.50,"9,737","1,225",8,0,99.36%,1.39%,pre,Musical
2018-12-16,Mike Birbiglia's The New One,Cort Theatre,"$264,595.00","$4,873.50",$59.07,$223.00,"4,479","1,073",8,0,52.18%,0.35%,pre,Play
2018-12-16,My Fair Lady,Vivian Beaumont Theater,"$1,105,243.00","-$60,098.50",$146.60,$397.00,"7,539","1,069",8,0,88.15%,-7.97%,pre,Musical
2018-12-16,Network,Belasco Theatre,"$1,224,692.00","$264,277.00",$148.74,$473.00,"8,234","1,015",8,0,101.40%,0.06%,pre,Play
2018-12-16,Once On This Island,Circle in the Square Theatre,"$444,984.30","$31,249.40",$88.12,$249.50,"5,050",696,8,0,90.70%,1.66%,pre,Musical
2018-12-16,Pretty Woman: The Musical,Nederlander Theatre,"$1,172,237.00","-$94,636.00",$133.35,$275.00,"8,791","1,168",8,0,94.08%,-4.00%,pre,Musical
2018-12-16,Ruben & Clay's First Annual Christmas Carol Family Fun Pageant Spectacular Reunion Show,Imperial Theatre,"$162,962.00","$62,555.00",$36.21,$197.00,"4,500","1,458",7,1,38.58%,-12.23%,pre,Special
2018-12-16,School of Rock – The Musical,Winter Garden Theatre,"$815,700.10","$3,741.40",$92.67,$223.00,"8,802","1,523",8,0,72.24%,-0.22%,pre,Musical
2018-12-16,Springsteen On Broadway,Walter Kerr Theatre,"$1,895,695.00","-$520,005.00",$499.92,$0.00,"3,792",948,4,0,100.00%,0.00%,pre,Special
2018-12-16,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,"$548,217.00","-$61,745.50",$85.86,$297.00,"6,385","1,470",8,0,54.29%,-2.63%,pre,Musical
2018-12-16,The Band's Visit,Ethel Barrymore Theatre,"$702,383.30","-$122,721.84",$100.14,$247.00,"7,014","1,039",8,0,84.38%,-4.98%,pre,Musical
2018-12-16,The Book of Mormon,Eugene O'Neill Theatre,"$1,262,917.50","$21,097.00",$145.78,$477.50,"8,663","1,047",8,0,103.43%,-0.21%,pre,Musical
2018-12-16,The Cher Show,Neil Simon Theatre,"$1,247,673.00","$142,498.00",$116.00,$247.00,"10,756","1,380",8,0,97.43%,-2.86%,pre,Musical
