date,Show_name,Show_theatre,This_Week_Gross,Difference,Average_ticket,Top_ticket,Seats_Sold,Seats_in_theater,Perfs,Previews,%cap,diff_cap,date_type,show_type
2018-12-16,The Ferryman,Bernard B. Jacobs Theatre,"$951,620.94","-$50,421.86",$134.33,$297.00,"7,084","1,019",8,0,86.90%,-1.61%,pre,Play
2018-12-16,The Illusionists – Magic Of The Holidays,Marquis Theatre,"$1,096,165.00","$48,285.00",$102.61,$227.00,"10,683","1,638",8,0,81.52%,-3.29%,pre,Special
2018-12-16,The Lifespan of a Fact,Studio 54,"$790,460.00","-$17,912.50",$119.40,$247.00,"6,620","1,004",8,0,82.42%,0.52%,pre,Play
2018-12-16,The Lion King,Minskoff Theatre,"$2,353,831.00","$24,221.00",$174.62,$225.00,"13,480","1,696",8,0,99.35%,0.15%,pre,Musical
2018-12-16,The Phantom of the Opera,Majestic Theatre,"$946,021.00","$17,079.80",$94.74,$213.00,"9,985","1,605",8,0,77.76%,-1.89%,pre,Musical
2018-12-16,The Play That Goes Wrong,Lyceum Theatre,"$324,990.50","$14,108.18",$64.37,$197.00,"5,049",854,8,0,73.90%,4.77%,pre,Play
2018-12-16,The Prom,Longacre Theatre,"$600,030.00","$11,752.65",$91.51,$247.00,"6,557","1,045",8,0,78.43%,-2.38%,pre,Musical
2018-12-16,The Waverly Gallery,John Golden Theatre,"$420,172.00","-$38,119.50",$74.92,$273.00,"5,608",787,8,0,89.07%,-2.07%,pre,Play
2018-12-16,To Kill A Mockingbird,Sam S. Shubert Theatre,"$1,174,950.81","-$152,276.91",$101.06,$497.00,"11,626","1,435",4,4,101.27%,0.22%,pre,Play
2018-12-16,Torch Song,Helen Hayes Theater,"$239,418.50","$8,540.50",$75.53,$248.00,"3,170",585,8,0,67.74%,-1.32%,pre,Play
2018-12-16,Waitress,Brooks Atkinson Theatre,"$593,192.20","-$66,835.30",$95.65,$270.00,"6,202","1,045",8,0,74.19%,-4.79%,pre,Musical
2018-12-16,Wicked,Gershwin Theatre,"$2,045,142.00","$44,562.00",$137.56,$240.00,"14,867","1,867",8,0,99.56%,1.33%,pre,Musical
2018-12-09,Aladdin,New Amsterdam Theatre,"$1,452,633.80","$48,655.90",$108.72,$252.50,"13,361","1,727",8,0,96.71%,-0.63%,pre,Musical
2018-12-09,American Son,Booth Theatre,"$600,986.00","$2,471.90",$122.18,$248.00,"4,919",774,8,0,79.44%,-0.94%,pre,Play
2018-12-09,Anastasia,Broadhurst Theatre,"$731,978.29","$79,793.99",$98.48,$273.00,"7,433","1,143",8,0,81.29%,7.04%,pre,Musical
2018-12-09,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,"$822,372.10","$33,217.84",$116.04,$247.00,"7,087","1,026",8,0,86.34%,2.43%,pre,Musical
2018-12-09,Chicago,Ambassador Theatre,"$630,747.20",-$576.41,$86.94,$187.00,"7,255","1,080",8,0,83.97%,-1.31%,pre,Musical
2018-12-09,Come From Away,Gerald Schoenfeld Theatre,"$1,198,285.56","$53,894.21",$140.76,$297.00,"8,513","1,046",8,0,101.73%,0.13%,pre,Musical
2018-12-09,Dear Evan Hansen,Music Box Theatre,"$1,496,710.20","$95,322.55",$187.37,$448.00,"7,988",984,8,0,101.47%,4.43%,pre,Musical
2018-12-09,Frozen,St. James Theatre,"$1,965,553.00","$115,108.40",$148.02,$375.00,"13,279","1,684",8,0,98.57%,1.61%,pre,Musical
2018-12-09,Hamilton,Richard Rodgers Theatre,"$2,945,976.00","-$1,193.00",$274.45,$849.00,"10,734","1,321",8,0,101.57%,-0.01%,pre,Musical
2018-12-09,Harry Potter and the Cursed Child,Lyric Theatre,"$2,035,259.00","$11,046.50",$156.85,$296.50,"12,976","1,622",8,0,100.00%,0.00%,pre,Play
2018-12-09,Head Over Heels,Hudson Theatre,"$208,970.25","$48,107.75",$58.13,$258.00,"3,595",963,8,0,46.66%,12.21%,pre,Musical
2018-12-09,King Kong,Broadway Theatre,"$1,063,913.75","$120,064.00",$93.15,$347.00,"11,422","1,738",8,0,82.15%,8.21%,pre,Musical
2018-12-09,Kinky Boots,Al Hirschfeld Theatre,"$777,360.15","$63,481.60",$97.11,$249.00,"8,005","1,424",8,0,70.27%,-0.46%,pre,Musical
2018-12-09,Mean Girls,August Wilson Theatre,"$1,349,599.35","$76,664.60",$140.57,$299.50,"9,601","1,225",8,0,97.97%,1.18%,pre,Musical
2018-12-09,Mike Birbiglia's The New One,Cort Theatre,"$259,721.50","$12,173.00",$58.38,$223.00,"4,449","1,073",8,0,51.83%,-1.41%,pre,Play
2018-12-09,My Fair Lady,Vivian Beaumont Theater,"$1,165,341.50","$90,728.00",$141.77,$397.00,"8,220","1,069",8,0,96.12%,10.06%,pre,Musical
2018-12-09,Network,Belasco Theatre,"$960,415.00","-$137,348.00",$116.71,$397.00,"8,229","1,015",5,3,101.34%,1.14%,pre,Play
2018-12-09,Once On This Island,Circle in the Square Theatre,"$413,734.90","$52,600.00",$83.45,$249.50,"4,958",696,8,0,89.04%,13.39%,pre,Musical
2018-12-09,Pretty Woman: The Musical,Nederlander Theatre,"$1,266,873.00","$61,342.80",$138.23,$275.00,"9,165","1,168",8,0,98.08%,3.76%,pre,Musical
2018-12-09,Ruben & Clay's First Annual Christmas Carol Family Fun Pageant Spectacular Reunion Show,Imperial Theatre,"$100,407.00",$0.00,$27.11,$197.00,"3,704","1,458",0,5,50.81%,0.00%,pre,Special
2018-12-09,School of Rock – The Musical,Winter Garden Theatre,"$811,958.70","$78,571.80",$91.96,$223.00,"8,829","1,523",8,0,72.46%,4.87%,pre,Musical
2018-12-09,Springsteen On Broadway,Walter Kerr Theatre,"$2,415,700.00","$486,380.00",$509.64,$0.00,"4,740",948,5,0,100.00%,0.00%,pre,Special
2018-12-09,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,"$609,962.50","$98,413.00",$91.12,$297.00,"6,694","1,470",8,0,56.92%,8.28%,pre,Musical
2018-12-09,The Band's Visit,Ethel Barrymore Theatre,"$825,105.14","$73,641.04",$111.08,$247.00,"7,428","1,039",8,0,89.36%,2.77%,pre,Musical
2018-12-09,The Book of Mormon,Eugene O'Neill Theatre,"$1,241,820.50","$83,761.00",$143.05,$477.50,"8,681","1,047",8,0,103.64%,0.74%,pre,Musical
2018-12-09,The Cher Show,Neil Simon Theatre,"$1,105,175.00","$30,065.00",$99.82,$247.00,"11,072","1,380",8,0,100.29%,6.21%,pre,Musical
2018-12-09,The Ferryman,Bernard B. Jacobs Theatre,"$1,002,042.80","$34,141.34",$138.88,$297.00,"7,215","1,019",8,0,88.51%,2.41%,pre,Play
2018-12-09,The Illusionists – Magic Of The Holidays,Marquis Theatre,"$1,047,880.00","$143,860.00",$94.28,$227.00,"11,114","1,638",8,0,84.81%,9.37%,pre,Special
2018-12-09,The Lifespan of a Fact,Studio 54,"$808,372.50","-$1,508.00",$122.89,$247.00,"6,578","1,004",8,0,81.90%,0.16%,pre,Play
2018-12-09,The Lion King,Minskoff Theatre,"$2,329,610.00","$130,992.00",$173.09,$225.00,"13,459","1,696",8,0,99.20%,-0.79%,pre,Musical
2018-12-09,The Phantom of the Opera,Majestic Theatre,"$928,941.20","$45,067.40",$90.83,$213.00,"10,227","1,605",8,0,79.65%,3.74%,pre,Musical
2018-12-09,The Play That Goes Wrong,Lyceum Theatre,"$310,882.32","$27,515.86",$65.82,$197.00,"4,723",854,8,0,69.13%,2.77%,pre,Play
2018-12-09,The Prom,Longacre Theatre,"$588,277.35","$31,804.55",$87.07,$247.00,"6,756","1,045",8,0,80.81%,1.38%,pre,Musical
2018-12-09,The Waverly Gallery,John Golden Theatre,"$458,291.50","$9,657.00",$79.87,$273.00,"5,738",787,8,0,91.14%,6.34%,pre,Play
2018-12-09,To Kill A Mockingbird,Sam S. Shubert Theatre,"$1,327,227.72","-$8,801.78",$114.42,$397.00,"11,600","1,435",0,8,101.05%,0.41%,pre,Play
2018-12-09,Torch Song,Helen Hayes Theater,"$230,878.00","$10,419.50",$71.44,$248.00,"3,232",585,8,0,69.06%,4.08%,pre,Play
2018-12-09,Waitress,Brooks Atkinson Theatre,"$660,027.50","$60,026.60",$99.96,$270.00,"6,603","1,045",8,0,78.98%,7.17%,pre,Musical
2018-12-09,Wicked,Gershwin Theatre,"$2,000,580.00","$125,698.00",$136.40,$240.00,"14,667","1,867",8,0,98.23%,-0.46%,pre,Musical
2018-12-02,Aladdin,New Amsterdam Theatre,"$1,403,977.90","-$451,912.10",$104.40,$252.50,"13,448","1,727",8,0,97.34%,0.31%,pre,Musical
2018-12-02,American Son,Booth Theatre,"$598,514.10","$58,970.20",$120.26,$248.00,"4,977",774,8,0,80.38%,9.64%,pre,Play
2018-12-02,Anastasia,Broadhurst Theatre,"$652,184.30","-$226,948.40",$96.06,$273.00,"6,789","1,143",8,0,74.25%,-9.64%,pre,Musical
2018-12-02,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,"$789,154.26","$133,095.76",$114.59,$247.00,"6,887","1,026",8,0,83.91%,10.49%,pre,Musical
2018-12-02,Celebrity Autobiography,Marquis Theatre,"$41,882.00",$0.00,$31.35,$197.00,"1,336","1,638",1,0,81.56%,0.00%,pre,Special
2018-12-02,Chicago,Ambassador Theatre,"$631,323.61","-$160,676.38",$85.68,$187.00,"7,368","1,080",8,0,85.28%,-11.98%,pre,Musical
2018-12-02,Come From Away,Gerald Schoenfeld Theatre,"$1,144,391.35","-$244,539.15",$134.60,$297.00,"8,502","1,046",8,0,101.60%,-0.59%,pre,Musical
2018-12-02,Dear Evan Hansen,Music Box Theatre,"$1,401,387.65","-$308,858.00",$183.45,$448.00,"7,639",984,8,0,97.04%,-4.56%,pre,Musical
2018-12-02,Frozen,St. James Theatre,"$1,850,444.60","-$468,567.90",$141.67,$375.00,"13,062","1,684",8,0,96.96%,-1.33%,pre,Musical
2018-12-02,Hamilton,Richard Rodgers Theatre,"$2,947,169.00","-$861,130.00",$274.54,$849.00,"10,735","1,321",8,0,101.58%,-0.19%,pre,Musical
2018-12-02,Harry Potter and the Cursed Child,Lyric Theatre,"$2,024,212.50","-$314,102.50",$156.00,$296.50,"12,976","1,622",8,0,100.00%,0.00%,pre,Play
2018-12-02,Head Over Heels,Hudson Theatre,"$160,862.50","-$47,358.75",$60.61,$258.00,"2,654",963,8,0,34.45%,-11.66%,pre,Musical
2018-12-02,King Kong,Broadway Theatre,"$943,849.75","-$259,409.00",$91.81,$347.00,"10,280","1,738",8,0,73.94%,0.60%,pre,Musical
2018-12-02,Kinky Boots,Al Hirschfeld Theatre,"$713,878.55","-$68,067.20",$88.60,$249.00,"8,057","1,424",8,0,70.73%,1.47%,pre,Musical
2018-12-02,Mean Girls,August Wilson Theatre,"$1,272,934.75","-$505,355.70",$134.21,$299.50,"9,485","1,225",8,0,96.79%,-2.88%,pre,Musical
2018-12-02,Mike Birbiglia's The New One,Cort Theatre,"$247,548.50","-$68,278.50",$54.17,$223.00,"4,570","1,073",8,0,53.24%,-0.52%,pre,Play
2018-12-02,My Fair Lady,Vivian Beaumont Theater,"$1,074,613.50","-$308,723.10",$146.01,$397.00,"7,360","1,069",8,0,86.06%,-11.22%,pre,Musical
2018-12-02,Network,Belasco Theatre,"$1,097,763.00","-$171,313.00",$134.93,$397.00,"8,136","1,015",0,8,100.20%,1.03%,pre,Play
2018-12-02,Once On This Island,Circle in the Square Theatre,"$361,134.90","-$98,185.80",$85.74,$249.50,"4,212",696,8,0,75.65%,-4.85%,pre,Musical
2018-12-02,Pretty Woman: The Musical,Nederlander Theatre,"$1,205,530.20","$100,497.60",$136.79,$275.00,"8,813","1,168",8,0,94.32%,10.68%,pre,Musical
2018-12-02,School of Rock – The Musical,Winter Garden Theatre,"$733,386.90","-$622,687.40",$89.06,$223.00,"8,235","1,523",8,0,67.59%,-22.62%,pre,Musical
2018-12-02,Springsteen On Broadway,Walter Kerr Theatre,"$1,929,320.00",$0.00,$508.79,$0.00,"3,792",948,4,0,100.00%,0.00%,pre,Special
2018-12-02,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,"$511,549.50","$48,823.00",$89.43,$297.00,"5,720","1,470",8,0,48.64%,4.96%,pre,Musical
2018-12-02,The Band's Visit,Ethel Barrymore Theatre,"$751,464.10","-$213,255.30",$104.41,$247.00,"7,197","1,039",8,0,86.59%,-4.39%,pre,Musical
2018-12-02,The Book of Mormon,Eugene O'Neill Theatre,"$1,158,059.50","-$178,017.00",$134.36,$477.50,"8,619","1,047",8,0,102.90%,0.38%,pre,Musical
2018-12-02,The Cher Show,Neil Simon Theatre,"$1,075,110.00","$30,917.00",$103.52,$247.00,"10,386","1,380",0,8,94.08%,19.46%,pre,Musical
2018-12-02,The Ferryman,Bernard B. Jacobs Theatre,"$967,901.46",$13.46,$137.90,$297.00,"7,019","1,019",8,0,86.10%,-0.49%,pre,Play
2018-12-02,The Illusionists – Magic Of The Holidays,Marquis Theatre,"$904,020.00","-$38,543.00",$91.44,$227.00,"9,886","1,638",8,0,75.44%,12.30%,pre,Special
2018-12-02,The Lifespan of a Fact,Studio 54,"$809,880.50","-$57,196.20",$123.36,$247.00,"6,565","1,004",8,0,81.74%,1.75%,pre,Play
2018-12-02,The Lion King,Minskoff Theatre,"$2,198,618.00","-$577,610.00",$162.06,$225.00,"13,567","1,696",8,0,99.99%,0.76%,pre,Musical
2018-12-02,The Phantom of the Opera,Majestic Theatre,"$883,873.80","-$550,985.68",$90.68,$213.00,"9,747","1,605",8,0,75.91%,-16.33%,pre,Musical
2018-12-02,The Play That Goes Wrong,Lyceum Theatre,"$283,366.46","-$163,177.54",$62.50,$197.00,"4,534",854,8,0,66.36%,-18.93%,pre,Play
2018-12-02,The Prom,Longacre Theatre,"$556,472.80","-$8,111.50",$83.81,$247.00,"6,640","1,045",8,0,79.43%,6.09%,pre,Musical
2018-12-02,The Waverly Gallery,John Golden Theatre,"$448,634.50","$27,559.00",$84.03,$273.00,"5,339",787,8,0,84.80%,0.29%,pre,Play
2018-12-02,To Kill A Mockingbird,Sam S. Shubert Theatre,"$1,336,029.50","$75,993.89",$115.48,$397.00,"11,569","1,437",0,8,100.64%,-0.06%,pre,Play
2018-12-02,Torch Song,Helen Hayes Theater,"$220,458.50","-$15,220.50",$72.50,$248.00,"3,041",585,8,0,64.98%,-27.35%,pre,Play
2018-12-02,Waitress,Brooks Atkinson Theatre,"$600,000.90","-$93,226.10",$99.95,$270.00,"6,003","1,045",8,0,71.81%,-6.10%,pre,Musical
2018-12-02,Wicked,Gershwin Theatre,"$1,874,882.00","-$603,224.00",$131.42,$240.00,"14,266","1,807",8,0,98.69%,1.51%,pre,Musical
2018-11-25,Aladdin,New Amsterdam Theatre,"$1,855,890.00","$526,918.60",$138.44,$279.50,"13,406","1,727",8,0,97.03%,1.64%,pre,Musical
2018-11-25,American Son,Booth Theatre,"$539,543.90","-$59,218.40",$123.18,$248.00,"4,380",774,8,0,70.74%,-9.73%,pre,Play
2018-11-25,Anastasia,Broadhurst Theatre,"$879,132.70","$275,217.90",$114.60,$350.00,"7,671","1,143",8,0,83.89%,10.45%,pre,Musical
2018-11-25,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,"$656,058.50","$22,881.91",$108.87,$247.00,"6,026","1,026",8,0,73.42%,-0.13%,pre,Musical
2018-11-25,Chicago,Ambassador Theatre,"$791,999.99","$122,839.34",$94.25,$203.00,"8,403","1,080",8,0,97.26%,7.50%,pre,Musical
2018-11-25,Come From Away,Gerald Schoenfeld Theatre,"$1,388,930.50","$251,199.10",$162.43,$347.00,"8,551","1,046",8,0,102.19%,0.49%,pre,Musical
2018-11-25,Dear Evan Hansen,Music Box Theatre,"$1,710,245.65","$218,013.95",$213.83,$497.00,"7,998",984,8,0,101.60%,0.15%,pre,Musical
2018-11-25,Frozen,St. James Theatre,"$2,319,012.50","$679,237.40",$175.13,$375.00,"13,242","1,684",8,0,98.29%,3.91%,pre,Musical
2018-11-25,Hamilton,Richard Rodgers Theatre,"$3,808,299.00","$874,213.00",$354.10,$849.00,"10,755","1,321",8,0,101.77%,0.18%,pre,Musical
2018-11-25,Harry Potter and the Cursed Child,Lyric Theatre,"$2,338,315.00","$242,916.00",$180.20,$296.50,"12,976","1,622",8,0,100.00%,0.00%,pre,Play
2018-11-25,Head Over Heels,Hudson Theatre,"$208,221.25","$25,758.75",$58.62,$258.00,"3,552",963,8,0,46.11%,7.36%,pre,Musical
2018-11-25,King Kong,Broadway Theatre,"$1,203,258.75","$184,698.00",$118.00,$397.00,"10,197","1,738",8,0,73.34%,-6.95%,pre,Musical
2018-11-25,Kinky Boots,Al Hirschfeld Theatre,"$781,945.75","$198,449.85",$99.11,$249.00,"7,890","1,424",8,0,69.26%,10.53%,pre,Musical
2018-11-25,Mean Girls,August Wilson Theatre,"$1,778,290.45","$490,688.75",$182.05,$424.50,"9,768","1,225",8,0,99.67%,4.81%,pre,Musical
2018-11-25,Mike Birbiglia's The New One,Cort Theatre,"$315,827.00","$32,340.50",$68.43,$223.00,"4,615","1,073",8,0,53.76%,-11.82%,pre,Play
2018-11-25,My Fair Lady,Vivian Beaumont Theater,"$1,383,336.60","$338,581.68",$166.29,$397.00,"8,319","1,069",8,0,97.28%,10.66%,pre,Musical
2018-11-25,Network,Belasco Theatre,"$1,269,076.00","$274,156.00",$157.59,$397.00,"8,053","1,015",0,8,99.17%,0.27%,pre,Play
2018-11-25,Once On This Island,Circle in the Square Theatre,"$459,320.70","$79,862.20",$102.48,$249.50,"4,482",696,8,0,80.50%,0.38%,pre,Musical
2018-11-25,Pretty Woman: The Musical,Nederlander Theatre,"$1,105,032.60",$760.70,$141.40,$275.00,"7,815","1,168",8,0,83.64%,-7.20%,pre,Musical
2018-11-25,School of Rock – The Musical,Winter Garden Theatre,"$1,356,074.30","$664,028.80",$109.67,$248.00,"12,365","1,523",9,0,90.21%,25.19%,pre,Musical
2018-11-25,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,"$462,726.50","-$68,434.50",$90.08,$297.00,"5,137","1,470",8,0,43.68%,-5.80%,pre,Musical
2018-11-25,The Band's Visit,Ethel Barrymore Theatre,"$964,719.40","$230,451.54",$127.57,$297.00,"7,562","1,039",8,0,90.98%,6.78%,pre,Musical
2018-11-25,The Book of Mormon,Eugene O'Neill Theatre,"$1,336,076.50","$225,675.00",$155.59,$477.50,"8,587","1,047",8,0,102.52%,0.35%,pre,Musical
2018-11-25,The Cher Show,Neil Simon Theatre,"$1,044,193.00","-$103,314.00",$126.75,$247.00,"8,238","1,380",0,8,74.62%,-17.75%,pre,Musical
2018-11-25,The Ferryman,Bernard B. Jacobs Theatre,"$967,888.00","-$32,843.00",$137.11,$323.00,"7,059","1,019",8,0,86.59%,-2.53%,pre,Play
2018-11-25,The Illusionists – Magic Of The Holidays,Marquis Theatre,"$942,563.00",$0.00,$130.19,$227.00,"7,240","1,638",7,0,63.14%,0.00%,pre,Special
2018-11-25,The Lifespan of a Fact,Studio 54,"$867,076.70","-$6,847.30",$134.95,$247.00,"6,425","1,004",8,0,79.99%,-5.49%,pre,Play
2018-11-25,The Lion King,Minskoff Theatre,"$2,776,228.00","$739,517.00",$206.20,$225.00,"13,464","1,696",8,0,99.23%,-0.04%,pre,Musical
2018-11-25,The Phantom of the Opera,Majestic Theatre,"$1,434,859.48","$603,930.76",$121.16,$247.00,"11,843","1,605",8,0,92.24%,18.14%,pre,Musical
2018-11-25,The Play That Goes Wrong,Lyceum Theatre,"$446,544.00","$195,112.50",$76.63,$197.00,"5,827",854,8,0,85.29%,23.60%,pre,Play
2018-11-25,The Prom,Longacre Theatre,"$564,584.30","$162,740.05",$92.09,$247.00,"6,131","1,045",8,0,73.34%,-13.90%,pre,Musical
2018-11-25,The Waverly Gallery,John Golden Theatre,"$421,075.50","-$53,816.00",$79.13,$273.00,"5,321",787,8,0,84.51%,3.84%,pre,Play
2018-11-25,To Kill A Mockingbird,Sam S. Shubert Theatre,"$1,260,035.61","-$31,705.83",$124.40,$397.00,"10,129","1,437",0,7,100.70%,0.48%,pre,Play
2018-11-25,Torch Song,Helen Hayes Theater,"$235,679.00","-$23,570.00",$54.54,$248.00,"4,321",585,8,0,92.33%,8.70%,pre,Play
2018-11-25,Waitress,Brooks Atkinson Theatre,"$693,227.00","$153,047.00",$106.44,$270.00,"6,513","1,045",8,0,77.91%,10.41%,pre,Musical
2018-11-25,Wicked,Gershwin Theatre,"$2,478,106.00","$950,688.00",$165.49,$240.00,"14,974","1,926",8,0,97.18%,3.53%,pre,Musical
2018-11-18,Aladdin,New Amsterdam Theatre,"$1,328,971.40","-$20,617.10",$100.84,$227.50,"13,179","1,727",8,0,95.39%,-1.99%,pre,Musical
2018-11-18,American Son,Booth Theatre,"$598,762.30","-$46,601.50",$120.16,$248.00,"4,983",774,8,0,80.47%,-5.83%,pre,Play
2018-11-18,Anastasia,Broadhurst Theatre,"$603,914.80","-$156,781.80",$89.94,$273.00,"6,715","1,143",8,0,73.44%,-12.08%,pre,Musical
2018-11-18,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,"$633,176.59","-$128,568.41",$104.88,$247.00,"6,037","1,026",8,0,73.55%,-13.37%,pre,Musical
2018-11-18,Bernhardt/Hamlet,American Airlines Theatre,"$361,533.40","-$60,789.90",$66.84,$250.00,"5,409",736,8,0,91.86%,9.51%,pre,Play
2018-11-18,Chicago,Ambassador Theatre,"$669,160.65","-$74,971.05",$86.29,$207.00,"7,755","1,080",8,0,89.76%,-5.62%,pre,Musical
2018-11-18,Come From Away,Gerald Schoenfeld Theatre,"$1,137,731.40","$82,277.60",$133.69,$297.00,"8,510","1,046",8,0,101.70%,0.46%,pre,Musical
2018-11-18,Dear Evan Hansen,Music Box Theatre,"$1,492,231.70","-$30,867.38",$186.86,$448.00,"7,986",984,8,0,101.45%,-0.15%,pre,Musical
2018-11-18,Frozen,St. James Theatre,"$1,639,775.10","-$66,296.70",$128.96,$325.00,"12,715","1,684",8,0,94.38%,-1.60%,pre,Musical
2018-11-18,Hamilton,Richard Rodgers Theatre,"$2,934,086.00","-$9,865.00",$273.29,$849.00,"10,736","1,321",8,0,101.59%,0.01%,pre,Musical
2018-11-18,Harry Potter and the Cursed Child,Lyric Theatre,"$2,095,399.00","-$13,793.00",$161.48,$296.50,"12,976","1,622",8,0,100.00%,0.00%,pre,Play
2018-11-18,Head Over Heels,Hudson Theatre,"$182,462.50","-$51,521.00",$61.13,$258.00,"2,985",963,8,0,38.75%,-6.30%,pre,Musical
2018-11-18,King Kong,Broadway Theatre,"$1,018,560.75","$102,760.34",$91.24,$347.00,"11,164","1,738",8,0,80.29%,-15.14%,pre,Musical
2018-11-18,Kinky Boots,Al Hirschfeld Theatre,"$583,495.90","-$215,801.05",$87.21,$249.00,"6,691","1,424",8,0,58.73%,-17.99%,pre,Musical
2018-11-18,Mean Girls,August Wilson Theatre,"$1,287,601.70","-$104,096.95",$138.51,$324.50,"9,296","1,225",8,0,94.86%,-4.07%,pre,Musical
2018-11-18,Mike Birbiglia's The New One,Cort Theatre,"$283,486.50","$105,349.00",$50.36,$223.00,"5,629","1,073",8,0,65.58%,-22.60%,pre,Play
2018-11-18,My Fair Lady,Vivian Beaumont Theater,"$1,044,754.92","-$98,031.08",$141.03,$323.00,"7,408","1,069",8,0,86.62%,-7.83%,pre,Musical
2018-11-18,Network,Belasco Theatre,"$994,920.00","$701,700.00",$141.59,$397.00,"7,027","1,015",0,7,98.90%,-1.20%,pre,Play
2018-11-18,Once On This Island,Circle in the Square Theatre,"$379,458.50","-$50,349.42",$85.06,$249.50,"4,461",696,8,0,80.12%,-10.22%,pre,Musical
2018-11-18,Pretty Woman: The Musical,Nederlander Theatre,"$1,104,271.90","-$52,392.80",$130.10,$275.00,"8,488","1,168",8,0,90.84%,-2.04%,pre,Musical
2018-11-18,School of Rock – The Musical,Winter Garden Theatre,"$692,045.50","-$144,029.90",$87.36,$223.00,"7,922","1,523",8,0,65.02%,-13.41%,pre,Musical
2018-11-18,Springsteen On Broadway,Walter Kerr Theatre,"$2,423,700.00","$488,530.00",$511.33,$0.00,"4,740",948,5,0,100.00%,0.00%,pre,Special
2018-11-18,Summer: The Donna Summer Musical,Lunt-Fontanne Theatre,"$531,161.00","-$155,354.00",$91.28,$297.00,"5,819","1,470",8,0,49.48%,-12.89%,pre,Musical
2018-11-18,The Band's Visit,Ethel Barrymore Theatre,"$734,267.86","-$53,094.74",$104.91,$247.00,"6,999","1,039",8,0,84.20%,-2.79%,pre,Musical
2018-11-18,The Book of Mormon,Eugene O'Neill Theatre,"$1,110,401.50","-$64,954.00",$129.75,$477.50,"8,558","1,047",8,0,102.17%,-1.76%,pre,Musical
2018-11-18,The Cher Show,Neil Simon Theatre,"$1,147,507.00","$81,514.00",$112.52,$247.00,"10,198","1,380",0,8,92.37%,-2.83%,pre,Musical
2018-11-18,The Ferryman,Bernard B. Jacobs Theatre,"$1,000,731.00","-$1,263.90",$137.75,$297.00,"7,265","1,019",8,0,89.12%,-0.61%,pre,Play
2018-11-18,The Lifespan of a Fact,Studio 54,"$873,924.00","-$92,487.30",$127.28,$247.00,"6,866","1,004",8,0,85.48%,-6.38%,pre,Play
2018-11-18,The Lion King,Minskoff Theatre,"$2,036,711.00","-$45,750.00",$151.21,$225.00,"13,469","1,696",8,0,99.27%,-0.52%,pre,Musical
2018-11-18,The Phantom of the Opera,Majestic Theatre,"$830,928.72","-$91,412.10",$87.33,$213.00,"9,515","1,605",8,0,74.10%,-6.45%,pre,Musical
2018-11-18,The Play That Goes Wrong,Lyceum Theatre,"$251,431.50","-$75,032.00",$59.65,$197.00,"4,215",854,8,0,61.69%,-13.63%,pre,Play
2018-11-18,The Prom,Longacre Theatre,"$401,844.25","$78,761.25",$56.84,$247.00,"7,070","1,013",5,3,87.24%,-7.82%,pre,Musical
2018-11-18,The Waverly Gallery,John Golden Theatre,"$474,891.50","-$17,050.00",$93.50,$273.00,"5,079",787,8,0,80.67%,-5.51%,pre,Play
2018-11-18,To Kill A Mockingbird,Sam S. Shubert Theatre,"$1,291,741.44","$161,578.44",$112.12,$348.00,"11,521","1,437",0,8,100.22%,0.03%,pre,Play
